,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
134,North Platte,41.1239,-100.7654,77.38,29,1,4.0,US,1633821506
135,Norman Wells,65.282,-126.8329,32.04,93,90,9.22,CA,1633821507
136,Tasiilaq,65.6145,-37.6368,32.16,84,12,6.85,GL,1633821509
137,Okitipupa,6.5047,4.7839,75.27,97,100,1.92,NG,1633821510
138,Kapaa,22.0752,-159.319,85.98,69,90,5.01,US,1633821511
139,Hazorasp,41.3194,61.0742,42.64,63,0,8.77,UZ,1633821513
141,Lampang,18.3333,99.5,75.11,94,20,0.0,TH,1633821515
142,Albany,42.6001,-73.9662,61.66,79,100,1.99,US,1633821307
143,George Town,5.4112,100.3354,79.9,90,20,1.01,MY,1633821270
144,Aykhal,66.0,111.5,32.67,98,100,14.25,RU,1633821519
146,Sisimiut,66.9395,-53.6735,32.11,77,100,11.79,GL,1633821522
148,Cabo San Lucas,22.8909,-109.9124,95.61,57,1,1.01,MX,1633821304
150,Romans-sur-Isère,45.0464,5.0562,55.85,87,63,3.31,FR,1633821528
152,Hanna,51.6334,-111.9018,63.91,21,22,7.0,CA,1633821532
153,Lompoc,34.6391,-120.4579,77.56,59,1,19.57,US,1633821534
154,Nyaunglebin,17.95,96.7333,74.64,97,93,1.95,MM,1633821535
157,Mae Hong Son,19.3003,97.9685,72.61,100,100,0.76,TH,1633821539
158,Ürümqi,43.801,87.6005,36.55,52,0,6.71,CN,1633821542
159,Kuril'sk,45.2333,147.8833,56.25,72,96,10.27,RU,1633821543
164,Abu Samrah,35.3029,37.1841,71.51,31,0,4.99,SY,1633821550
165,Clyde River,70.4692,-68.5914,34.38,73,100,10.56,CA,1633821552
172,Remedios,22.4947,-79.5458,83.32,80,100,7.34,CU,1633821561
173,La Baule-Escoublac,47.2922,-2.364,57.87,92,98,5.75,FR,1633821563
177,Devils Lake,48.1128,-98.8651,51.78,94,90,7.0,US,1633821568
179,Narsaq,60.9167,-46.05,32.22,49,10,5.82,GL,1633821571
180,Ous,60.9058,61.5186,28.92,75,8,7.4,RU,1633821572
181,Severo-Kuril'sk,50.6789,156.125,46.62,73,22,12.77,RU,1633821573
182,Avera,33.194,-82.5271,75.25,83,37,6.67,US,1633821575
183,Safi,32.2994,-9.2372,68.54,90,84,14.56,MA,1633821576
184,Qaqortoq,60.7167,-46.0333,32.5,61,18,5.03,GL,1633821577
185,Qingdao,36.0986,120.3719,60.4,100,90,13.42,CN,1633821578
186,Rome,43.2128,-75.4557,64.89,72,75,11.5,US,1633821580
188,Gewanē,10.1664,40.6453,79.92,63,76,8.05,ET,1633821377
189,Duma,34.7653,108.135,41.02,91,100,5.61,CN,1633821583
190,Progreso,21.2833,-89.6667,86.11,78,23,11.01,MX,1633821585
194,Darhan,49.4867,105.9228,32.67,62,1,6.26,MN,1633821592
195,Tiksi,71.6872,128.8694,16.05,91,80,2.89,RU,1633821593
196,Champerico,14.3,-91.9167,87.04,81,100,9.4,GT,1633821595
197,Shache,38.4167,77.2406,45.05,27,22,4.54,CN,1633821596
198,Turukhansk,65.8167,87.9833,23.72,73,100,17.56,RU,1633821597
199,Nikolskoye,59.7035,30.7861,53.87,83,99,4.9,RU,1633821599
200,Aklavik,68.2191,-135.0107,32.72,86,90,5.75,CA,1633821600
201,Surazh,53.0175,32.3918,37.18,77,0,3.42,RU,1633821601
203,Riverton,40.5219,-111.9391,53.35,69,90,5.01,US,1633821419
205,Bethel,41.3712,-73.414,63.01,83,90,1.99,US,1633821608
208,Gorontalo,0.5412,123.0595,78.01,89,100,1.52,ID,1633821613
209,Hūn,29.1268,15.9477,77.86,18,1,11.68,LY,1633821614
210,Grivenskaya,45.6473,38.176,50.86,50,100,12.95,RU,1633821616
212,Saint-François,46.4154,3.9054,45.48,96,0,0.0,FR,1633821618
215,Kargil,34.5667,76.1,40.66,45,4,6.35,IN,1633821622
216,Port Blair,11.6667,92.75,79.74,83,100,14.65,IN,1633821623
217,Vardø,70.3705,31.1107,41.13,92,100,7.43,NO,1633821626
219,Rincon,32.296,-81.2354,75.85,90,20,6.91,US,1633821630
222,Vrangel',42.7297,133.0839,64.51,95,100,18.28,RU,1633821634
223,Hamilton,39.1834,-84.5333,76.84,73,1,3.44,US,1633821339
224,Arrondissement de Millau,44.0833,2.9167,53.73,96,0,1.25,FR,1633821638
225,Umluj,25.0213,37.2685,84.51,71,48,7.9,SA,1633821639
226,São Pedro da Cadeira,39.0698,-9.3717,63.7,94,45,7.0,PT,1633821641
227,São Filipe,14.8961,-24.4956,80.67,73,3,8.57,CV,1633821642
229,Brandon,27.9378,-82.2859,84.06,72,1,1.99,US,1633821645
230,Laguna,38.421,-121.4238,78.44,33,1,4.0,US,1633821419
231,Evensk,61.95,159.2333,28.02,57,21,4.81,RU,1633821647
232,Provideniya,64.3833,-173.3,32.18,73,27,4.25,RU,1633821648
233,Ust-Nera,64.5667,143.2,22.98,90,100,6.73,RU,1633821650
234,Roald,62.5833,6.1333,62.17,72,75,14.97,NO,1633821651
235,Port-Cartier,50.0334,-66.8654,42.75,73,53,1.66,CA,1633821652
236,Shelburne,44.0787,-80.2041,63.75,90,99,10.51,CA,1633821654
237,Dikson,73.5069,80.5464,30.34,58,100,24.29,RU,1633821655
238,Chara,56.9064,118.2631,30.2,60,39,1.52,RU,1633821656
239,Guerrero Negro,27.9769,-114.0611,74.39,53,3,23.26,MX,1633821658
240,Rosetta,31.4044,30.4164,73.22,73,0,9.66,EG,1633821659
242,Gboko,7.3179,8.9951,74.59,92,100,7.43,NG,1633821662
243,Katangli,51.7102,143.2326,46.29,73,100,7.09,RU,1633821663
245,Dunga Bunga,29.7493,73.2432,83.86,31,0,5.17,PK,1633821666
246,Nemuro,43.3236,145.575,57.87,85,63,21.56,JP,1633821667
247,Asansol,23.6833,86.9833,76.01,67,18,5.46,IN,1633821670
248,Otukpo,7.1913,8.1329,73.27,98,100,5.91,NG,1633821671
249,Iqaluit,63.7506,-68.5145,35.33,93,90,4.0,CA,1633821672
250,Beruwala,6.4788,79.9828,79.9,86,100,10.33,LK,1633821674
251,Olafsvik,64.8945,-23.7142,41.54,83,75,13.89,IS,1633821675
252,Huntington,38.4193,-82.4452,73.22,91,4,2.55,US,1633821442
253,Kem',64.9555,34.5793,46.78,92,100,8.23,RU,1633821677
254,Manado,1.487,124.8455,81.37,83,40,1.14,ID,1633821679
255,Meulaboh,4.1363,96.1285,76.23,86,88,5.1,ID,1633821680
258,Gouré,13.9835,10.2704,85.01,15,100,7.23,NE,1633821684
260,Stornoway,58.2093,-6.3865,54.93,93,36,5.75,GB,1633821687
261,Bubaque,11.2833,-15.8333,82.67,76,70,11.74,GW,1633821688
262,Antipovka,49.8299,45.3122,44.11,62,25,5.3,RU,1633821689
265,Kagoro,9.6,8.3833,69.82,88,96,1.66,NG,1633821693
267,College,64.8569,-147.8028,39.58,85,75,3.44,US,1633821697
270,Ternate,0.8,127.4,82.42,79,100,4.05,ID,1633821701
271,Vestmanna,62.1564,-7.1664,49.12,100,90,14.97,FO,1633821702
272,Bollnäs,61.3482,16.3946,53.38,87,48,11.12,SE,1633821704
273,Āsosa,10.0667,34.5333,61.0,95,100,6.04,ET,1633821706
274,Bridlington,54.0831,-0.1919,59.9,78,100,7.63,GB,1633821707
275,Salalah,17.0151,54.0924,80.69,83,20,8.05,OM,1633821709
276,Bathsheba,13.2167,-59.5167,75.81,94,75,5.75,BB,1633821710
278,Klyuchevskiy,53.5317,119.4519,28.4,80,55,4.12,RU,1633821714
279,Riyadh,24.6877,46.7219,77.14,17,1,3.51,SA,1633821522
280,Kaura Namoda,12.5898,6.5779,80.69,32,32,5.66,NG,1633821716
283,Napoleon,41.3923,-84.1252,75.76,75,28,4.29,US,1633821720
284,Colares,38.7992,-9.4469,63.79,75,53,3.0,PT,1633821722
285,Aswān,24.0934,32.907,87.1,25,0,12.66,EG,1633821723
286,Fairbanks,64.8378,-147.7164,39.6,85,90,3.44,US,1633821693
288,Husavik,66.0449,-17.3389,40.91,96,100,10.69,IS,1633821728
290,Magadan,59.5667,150.8,32.43,49,4,1.66,RU,1633821732
291,Xiaoweizhai,26.1903,107.5125,63.77,98,100,7.09,CN,1633821733
292,Genhe,50.7833,121.5167,34.88,89,100,11.65,CN,1633821734
293,Kumul,42.8,93.45,41.85,36,0,4.5,CN,1633821736
295,Barcelos,41.5388,-8.6151,70.92,65,99,3.76,PT,1633821738
297,Båtsfjord,70.6345,29.7185,38.77,95,100,4.99,NO,1633821742
300,Vestmannaeyjar,63.4427,-20.2734,46.31,81,98,5.53,IS,1633821746
301,Makkah al Mukarramah,21.4267,39.8261,85.8,53,23,3.47,SA,1633821742
302,Ponta do Sol,32.6667,-17.1,72.23,73,20,4.25,PT,1633821748
303,Politischer Bezirk Zwettl,48.6,15.1667,35.15,78,0,2.91,AT,1633821749
304,Kargasok,59.0556,80.8572,34.48,90,100,8.63,RU,1633821751
305,Porbandar,21.6422,69.6093,81.73,81,76,3.49,IN,1633821752
307,Ketchikan,55.3422,-131.6461,50.47,62,75,3.44,US,1633821755
310,Esim,4.8699,-2.2405,78.01,88,100,8.41,GH,1633821759
311,Port Hueneme,34.1478,-119.1951,80.62,53,1,10.36,US,1633821761
313,Cayenne,4.9333,-52.3333,83.08,83,90,1.99,GF,1633821764
315,Hasaki,35.7333,140.8333,70.29,80,23,3.69,JP,1633821767
316,Tabou,4.423,-7.3528,76.69,90,52,7.99,CI,1633821768
318,Havøysund,70.9963,24.6622,41.88,95,100,3.24,NO,1633821771
320,Iwanai,42.9744,140.5089,59.72,77,70,9.19,JP,1633821773
322,Santa Cruz del Sur,20.7147,-77.9956,80.92,77,100,5.91,CU,1633821776
324,Sailāna,23.4667,74.9167,74.71,71,87,7.18,IN,1633821778
325,Fairview,40.8126,-73.999,66.25,76,90,9.22,US,1633821780
326,Lavrentiya,65.5833,-171.0,32.09,75,61,8.84,RU,1633821781
327,Distrikt Brokopondo,4.75,-55.1667,82.38,71,90,10.63,SR,1633821782
328,Aberdeen,57.1437,-2.0981,53.82,100,90,1.14,GB,1633821784
329,Kutum,14.2,24.6667,77.07,15,100,10.78,SD,1633821785
330,Bambari,5.768,20.6757,71.04,93,100,1.12,CF,1633821786
331,Kirchheim,50.8333,9.5667,44.58,94,21,2.1,DE,1633821788
335,Jieshi,22.8134,115.8257,78.94,80,79,16.82,CN,1633821794
337,Roseburg,43.2165,-123.3417,71.19,40,1,0.0,US,1633821597
338,Belawan,3.7755,98.6832,77.29,89,93,4.21,ID,1633821799
339,East Bridgewater,42.0334,-70.9592,60.84,88,1,1.01,US,1633821800
340,Portland,45.5234,-122.6762,65.44,66,75,1.99,US,1633821546
341,Aba,5.1066,7.3667,74.26,96,100,3.65,NG,1633821804
343,Safaga,26.7292,33.9365,78.75,45,0,14.56,EG,1633821808
344,Bafoulabé,13.8065,-10.8321,81.59,66,56,3.33,ML,1633821809
345,Rosarito,32.3333,-117.0333,74.59,58,18,11.56,MX,1633821810
346,Yar-Sale,66.8333,70.8333,29.39,88,47,17.31,RU,1633821812
348,Manzhouli,49.6,117.4333,31.44,80,62,21.05,CN,1633821816
349,Termoli,41.9888,14.9895,56.26,73,100,13.02,IT,1633821818
350,Thetford Mines,46.0913,-71.3013,57.27,78,84,4.23,CA,1633821820
351,Manitouwadge,49.1215,-85.8403,59.72,96,88,3.2,CA,1633821821
352,Rabo de Peixe,37.8,-25.5833,72.28,80,40,9.22,PT,1633821824
355,Tongliao,43.6125,122.2653,48.33,45,99,18.25,CN,1633821828
356,Hostotipaquillo,21.0667,-104.0667,84.31,46,84,1.61,MX,1633821829
357,Hambantota,6.1241,81.1185,80.19,82,100,15.7,LK,1633821830
358,Iskateley,67.6803,53.1512,31.33,73,92,7.87,RU,1633821832
359,Motala,58.5371,15.0365,51.58,83,72,11.27,SE,1633821834
361,Zyryanka,65.75,150.85,22.03,66,11,11.52,RU,1633821837
362,Fredericton,45.9454,-66.6656,42.37,85,1,0.0,CA,1633821838
363,Motygino,58.1831,94.7592,34.56,81,84,11.18,RU,1633821840
365,The Valley,18.217,-63.0578,84.06,69,20,11.5,AI,1633821842
366,Manama,26.2154,50.5832,87.78,62,0,9.22,BH,1633821844
367,Okhotsk,59.3833,143.3,26.98,71,4,11.81,RU,1633821845
368,Qaanaaq,77.484,-69.3632,28.62,75,100,14.88,GL,1633821788
369,Nanortalik,60.1432,-45.2371,36.03,83,7,6.24,GL,1633821847
370,Acapetahua,15.2833,-92.7,84.2,89,94,2.13,MX,1633821849
371,Teguise,29.0605,-13.564,68.22,78,20,17.27,ES,1633821850
372,Kailua,21.4022,-157.7394,82.38,65,90,17.27,US,1633821851
373,Iroquois Falls,48.7669,-80.6831,62.74,92,97,7.25,CA,1633821853
374,Boffa,10.1667,-14.0333,77.5,90,25,3.09,GN,1633821854
375,Zhigansk,66.7697,123.3711,32.97,99,100,19.26,RU,1633821855
376,Stromness,58.965,-3.296,53.87,85,57,11.99,GB,1633821857
377,Adrar,20.5022,-10.0711,86.95,14,81,9.75,MR,1633821858
378,Tabuk,17.4189,121.4443,75.79,88,97,2.57,PH,1633821859
379,Orlovskiy,46.8714,42.0592,47.48,32,100,11.63,RU,1633821861
380,Shakhtinsk,49.71,72.5872,27.16,60,100,1.9,KZ,1633821862
381,Camacha,33.0833,-16.3333,69.22,68,40,12.66,PT,1633821863
383,Sinnamary,5.3833,-52.95,81.43,79,100,15.61,GF,1633821866
384,Zhumadian,32.9794,114.0294,59.72,67,100,15.14,CN,1633821868
385,Hatillo,18.4863,-66.8254,83.86,79,4,14.12,PR,1633821870
386,Ouadda,8.0777,22.4007,71.8,67,99,2.82,CF,1633821871
390,Chokurdakh,70.6333,147.9167,4.51,98,95,5.44,RU,1633821877
391,Ağdaş,40.65,47.4761,42.67,69,15,1.95,AZ,1633821879
392,Itoman,26.1247,127.6694,83.17,81,40,17.27,JP,1633821880
394,Peachtree City,33.3968,-84.5958,78.55,80,75,0.0,US,1633821882
395,Lagoa,39.05,-27.9833,69.62,78,85,21.72,PT,1633821884
396,Belaya Gora,68.5333,146.4167,16.68,73,92,4.29,RU,1633821885
398,Mīnāb,27.1467,57.0801,83.7,19,0,10.49,IR,1633821887
399,Dinard,48.6314,-2.0614,59.07,84,100,3.44,FR,1633821889
401,Fukuechō,32.6881,128.8419,77.36,88,40,6.91,JP,1633821891
402,Española,35.9911,-106.0806,72.72,28,87,15.39,US,1633821893
403,Bandarbeyla,9.4942,50.8122,78.51,81,90,18.41,SO,1633821861
404,Ormara,25.2088,64.6357,79.88,78,0,4.76,PK,1633821896
405,Srednekolymsk,67.45,153.6833,15.87,85,51,4.56,RU,1633821897
406,Vostok,46.4856,135.8833,44.04,97,100,4.63,RU,1633821899
407,Stann Creek Town,16.9692,-88.2321,85.96,74,65,5.41,BZ,1633821900
409,Wad Medani,14.4012,33.5199,90.23,39,98,9.6,SD,1633821903
410,Locri,38.2414,16.2623,66.78,83,90,5.84,IT,1633821906
411,Zhangjiakou,40.81,114.8794,43.29,40,100,16.06,CN,1633821907
412,Kyzyl-Suu,42.3414,78.0056,42.96,56,88,6.51,KG,1633821908
414,Thinadhoo,0.5333,72.9333,82.81,73,100,10.96,MV,1633821676
415,Petropavlovsk-Kamchatskiy,53.0452,158.6483,45.19,57,20,6.71,RU,1633821912
416,Zhangaözen,43.3,52.8,44.74,38,0,4.23,KZ,1633821916
417,Tagusao,9.1924,117.8141,81.18,81,100,11.68,PH,1633821917
418,Vikhorevka,56.1201,101.1636,40.59,89,100,15.08,RU,1633821918
419,Tura,25.5198,90.2201,73.04,86,1,2.3,IN,1633821920
422,Calabar,4.9517,8.322,74.28,96,99,1.7,NG,1633821925
424,Karakol,42.4907,78.3936,40.75,56,93,3.91,KG,1633821928
427,Saint-Nazaire,47.2833,-2.2,55.13,93,90,5.75,FR,1633821932
429,Xichang,27.8964,102.2634,62.02,90,91,3.09,CN,1633821934
430,Chumikan,54.7183,135.315,45.43,70,100,14.85,RU,1633821935
433,Anito,12.4497,125.2886,79.74,83,100,15.64,PH,1633821939
434,Kloulklubed,7.0419,134.2556,75.7,78,87,21.7,PW,1633821853
436,Ukiah,39.1502,-123.2078,77.58,35,1,8.05,US,1633821901
437,West Odessa,31.8424,-102.4988,98.08,20,1,12.66,US,1633821944
438,Charlottetown,46.2352,-63.1267,45.05,86,1,0.0,CA,1633821786
439,Bilma,18.6853,12.9164,82.78,16,1,5.53,NE,1633821948
441,Kisangani,0.5167,25.2,71.19,96,89,1.57,CD,1633821951
442,La Asuncion,11.0333,-63.8628,79.88,83,45,7.47,VE,1633821953
443,Puerto Escondido,15.85,-97.0667,81.9,82,100,9.53,MX,1633821954
444,Mogadishu,2.0371,45.3438,78.17,88,50,11.5,SO,1633821845
445,Madison Heights,42.4859,-83.1052,73.65,77,75,3.44,US,1633821957
446,Dafeng,23.4517,108.5881,70.7,97,100,11.41,CN,1633821958
447,Zabul Province,32.25,67.25,53.98,28,0,16.33,AF,1633821959
448,Tambovka,50.0969,128.0489,41.11,77,79,18.07,RU,1633821961
449,Baruun-Urt,46.6806,113.2792,27.97,81,6,12.15,MN,1633821962
450,Kashgar,39.4547,75.9797,49.21,37,75,4.47,CN,1633821963
451,Viesca,25.35,-102.8,93.56,17,0,3.49,MX,1633821965
452,Kyabé,9.4515,18.9449,76.1,76,96,4.38,TD,1633821966
453,Omsukchan,62.5333,155.8,17.74,83,50,2.84,RU,1633821967
454,Lengshuijiang,27.6881,111.4294,64.58,96,100,5.14,CN,1633821969
458,Yumen,40.2833,97.2,33.12,34,0,6.87,CN,1633821865
461,Pevek,69.7008,170.3133,25.2,93,100,3.13,RU,1633821843
463,Eureka,40.8021,-124.1637,70.66,62,3,5.01,US,1633821829
464,Shirvan,39.9509,48.8994,58.66,62,92,3.09,AZ,1633821981
465,Akureyri,65.6835,-18.0878,40.93,81,90,5.75,IS,1633821982
466,Borzya,50.3833,116.5167,30.94,74,71,13.4,RU,1633821984
467,Port Huron,42.9709,-82.4249,71.06,77,90,4.61,US,1633821749
468,Navolato,24.7672,-107.6944,94.64,66,5,10.0,MX,1633821986
469,Ouargaye,11.5033,0.0572,81.86,65,53,7.58,BF,1633821987
470,Cockburn Town,21.4612,-71.1419,82.94,75,10,13.71,TC,1633821989
471,Klaksvík,62.2266,-6.589,50.92,86,54,24.14,FO,1633821990
472,Khovd,48.0056,91.6419,30.33,42,0,1.79,MN,1633821991
474,Shaki,41.0833,47.1667,48.99,70,16,2.8,AZ,1633821994
475,Ilulissat,69.2167,-51.1,30.22,64,75,9.22,GL,1633821966
476,Ginir,7.1333,40.7,58.35,84,29,5.66,ET,1633821996
477,Koróni,36.8,21.95,68.07,69,95,1.99,GR,1633821998
478,Puri,19.8,85.85,81.12,73,17,2.68,IN,1633821999
479,North Lauderdale,26.2173,-80.2259,78.82,83,40,0.0,US,1633822000
480,Kīhei,20.785,-156.4656,79.86,87,40,20.71,US,1633821984
481,Oktyabr'skiy,54.4815,53.471,44.13,81,99,3.78,RU,1633822003
482,Gōtsuchō,35.0,132.2167,75.34,76,0,6.78,JP,1633822004
483,Ca Mau,9.1769,105.15,77.0,91,99,5.17,VN,1633822005
485,City of San Pedro,14.35,121.0167,81.63,89,75,8.05,PH,1633822008
490,Yukhnov,54.7444,35.2297,37.09,77,41,2.82,RU,1633822014
491,Tāybād,34.74,60.7756,43.34,47,1,11.18,IR,1633822016
492,Praia,14.9215,-23.5087,79.34,78,20,6.91,CV,1633822017
493,Fernley,39.608,-119.2518,64.51,23,0,5.01,US,1633822018
494,Paamiut,61.994,-49.6678,35.69,53,88,2.75,GL,1633822020
495,Rørvik,64.8621,11.2373,53.38,97,100,19.84,NO,1633822021
496,Arrondissement de Mende,44.6667,3.5,38.3,96,24,3.4,FR,1633822022
498,Atikokan,48.7555,-91.6216,61.09,87,100,4.32,CA,1633822025
499,San Andrés,12.5847,-81.7006,82.11,79,46,10.51,CO,1633821937
500,Chapais,49.7834,-74.8492,60.58,76,76,9.37,CA,1633822027
501,Irasan,8.526,123.206,78.53,87,100,10.67,PH,1633822029
502,Egvekinot,66.3167,-179.1667,20.43,83,100,4.07,RU,1633822030
503,Birjand,32.8663,59.2211,48.67,43,0,4.61,IR,1633822031
506,Damara,4.9608,18.7035,74.62,95,81,0.47,CF,1633822035
507,Callaway,30.153,-85.5699,82.33,60,1,1.99,US,1633822037
509,Gigmoto,13.7796,124.39,79.99,90,100,15.41,PH,1633822039
510,Najrān,17.4924,44.1277,75.85,39,7,4.21,SA,1633822041
512,Northam,51.0333,-4.2167,59.4,95,100,3.22,GB,1633821832
514,Uyemskiy,64.4743,40.8524,37.45,93,75,4.47,RU,1633822047
515,Fort Nelson,58.8053,-122.7002,56.79,19,40,25.32,CA,1633822048
516,Marshall,34.3834,-86.3333,78.53,64,1,0.0,US,1633821911
517,Hoquiam,46.9809,-123.8893,59.45,55,90,16.11,US,1633822051
518,Lashio,22.9333,97.75,65.89,99,97,1.34,MM,1633822052
519,Lazarev,52.225,141.5131,48.27,83,100,1.9,RU,1633822053
521,North Bend,43.4065,-124.2243,67.24,81,1,9.22,US,1633822056
522,Sauda,59.6506,6.3542,56.68,92,100,3.74,NO,1633822057
523,Valleyview,55.0667,-117.2859,55.44,41,100,13.8,CA,1633822058
524,Mindelo,16.8901,-24.9804,78.35,78,20,20.71,CV,1633822060
